filename,timbre_topic_0,timbre_topic_1,timbre_topic_2,timbre_topic_3,timbre_topic_4,timbre_topic_5,timbre_topic_6,timbre_topic_7,timbre_topic_8,timbre_topic_9,timbre_topic_10,timbre_topic_11,timbre_topic_12,timbre_topic_13,timbre_topic_14,timbre_topic_15,chroma_topic_0,chroma_topic_1,chroma_topic_2,chroma_topic_3,chroma_topic_4,chroma_topic_5,chroma_topic_6,chroma_topic_7,chroma_topic_8,chroma_topic_9,chroma_topic_10,chroma_topic_11,chroma_topic_12,chroma_topic_13,loudness_topic_0,loudness_topic_1,loudness_topic_2,loudness_topic_3,loudness_topic_4,loudness_topic_5,loudness_topic_6,loudness_topic_7,Apps,Consumer,Future,Health,Home,Mobility,Os,having_finished_successfully,having_a_problem,process_ongoing,being_ready,having_news,being_empty,shutting_down,urgency_reminder,encouraging_confirmations,starting_prompts,waiting_prompts,sophistication,positivity,progressiveness,dominance,solidity,purity,playfulness,negative_warnings
/61/7.mp3,0.0010080647,0.0010080653,0.0010080647,0.0010080645,0.0010080647,0.9848790244000001,0.0010080646000000001,0.0010080645,0.0010080646000000001,0.0010080648,0.0010080667,0.0010080649,0.0010080673,0.0010080645,0.0010080645,0.0010080653,0.1530956466,0.8330794383000001,0.0011520737,0.0011520776,0.0011520773,0.001152079,0.0011520791000000001,0.0011520776,0.0011520752,0.0011520754,0.0011520737,0.001152077,0.0011520757,0.0011520737,0.0007107621,0.1333584256,0.023611518600000003,0.0007116065,0.1958284456,0.0007113002000000001,0.0007108605000000001,0.644357081,0,1,0,0,0,0,0,0.3495848576,-0.2475775305,-0.0293408066,0.1731680912,0.38653594100000005,-0.1685124183,-0.2007293558,0.3115471978,0.0932985202,-0.0761358397,0.025491123900000003,0.11251771810000001,0.2447351676,0.10641891120000001,0.043519808300000004,0.2545721328,0.3252339314,0.1435735544,-0.12967866690000002
/61/6.mp3,0.0007621951,0.2824010112,0.0007621951,0.0007621953,0.1252233023,0.0007621952,0.0007621951,0.0007621951,0.0007621951,0.0007621951,0.0299321322,0.0007621952,0.0007621951,0.5532972124000001,0.0007621951,0.0007621952,0.24137259960000002,0.748174416,0.0008710801,0.0008710831000000001,0.0008710828000000001,0.0008710841000000001,0.0008710842,0.000871083,0.0008710812000000001,0.0008710814,0.0008710801,0.0008710826,0.0008710816,0.0008710801,0.0005303131000000001,0.076591331,0.0005305339,0.3108709536,0.0005305692,0.058222760900000003,0.5521929531,0.0005305851,0,0,0,1,0,0,0,-0.2042447305,-0.030982313,-0.0149000876,-0.16904416490000002,-0.07848504590000001,0.019870412400000002,-0.0603414291,-0.0423113078,-0.3145148671,-0.23031008260000002,-0.016602415500000002,-0.1584014776,-0.036511657,-0.1061347583,-0.0046160831000000005,-0.0266510968,-0.094113928,-0.1164149268,0.0169091863
/61/4.mp3,0.07415946450000001,0.0004496403,0.0340743918,0.0004496403,0.0004496403,0.0004496403,0.0004496406,0.0004496403,0.5544568515,0.0004496405,0.0004496403,0.0004496405,0.0004496403,0.0004496403,0.20330947,0.1290537783,0.00047619430000000004,0.3271631974,0.00047619050000000004,0.0004761921,0.6150957285,0.00047619270000000003,0.00047619270000000003,0.0004761921,0.00047619110000000003,0.0004761912,0.00047619050000000004,0.0004761918,0.0525029646,0.00047619050000000004,0.0002902618,0.1726398265,0.54113161,0.2847764298,0.0002905517,0.00029040850000000004,0.0002904341,0.0002904776,0,1,0,0,0,0,0,-0.0004555401,-0.3688861144,-0.0306946718,0.3103536501,-0.0824908795,-0.3114359673,0.0231977174,-0.0572678485,-0.0200250511,0.0696735448,-0.207602423,0.0912979795,0.110834583,0.0875863976,0.002091163,0.1139193445,-0.0520230599,0.0940014306,-0.3246957065
/61/5.mp3,0.000466418,0.00046641790000000004,0.000466418,0.00046641790000000004,0.10136664690000001,0.0004664183,0.0532627722,0.13672302790000002,0.0004664183,0.00046641790000000004,0.000466418,0.00046641790000000004,0.0004664184,0.0093226526,0.6941943018000001,0.00046641790000000004,0.0004793883,0.9144831412000001,0.0004793864,0.0004793881,0.0004793875,0.0004793883,0.0797642114,0.0004793875,0.00047938690000000003,0.00047938710000000004,0.0004793864,0.0004793875,0.000479387,0.0004793864,0.1046693769,0.1171067261,0.1849826671,0.00029263010000000003,0.0002925846,0.0002926749,0.41997285360000003,0.1723904867,0,0,0,0,0,1,0,-0.1809622254,-0.0354519986,0.27892018760000004,-0.28459922,-0.1335294142,-0.0842378701,-0.059365956600000006,-0.1302295695,-0.29077740760000004,-0.1425870501,0.2072396361,0.0167326912,-0.1079215785,0.0058698676,0.0740214893,-0.0266510968,-0.11674281160000001,-0.030286646900000002,-0.0237396277
/61/1.mp3,0.0005,0.0005000002,0.0005000008000000001,0.0753588343,0.0005000009,0.0005,0.0005,0.0005,0.0005,0.7691559186,0.06430245030000001,0.0005000006,0.0005000003,0.0171105554,0.06857223850000001,0.0005000001,0.25333978890000003,0.28126509310000003,0.0005330490000000001,0.0005330508,0.21579582730000002,0.035218911900000004,0.015603417500000001,0.0005330508,0.0005330497,0.1945125621,0.0005330490000000001,0.0005330505,0.00053305,0.0005330490000000001,0.0186897109,0.0580995967,0.15251411,0.00032354570000000003,0.2269892679,0.1542215448,0.0474738672,0.34168835680000004,0,0,0,0,1,0,0,0.0468284767,-0.48324499130000004,0.1362525078,0.1412314831,0.004842651,-0.4536428159,-0.10545873160000001,-0.10714772,-0.0638806609,0.1662781455,-0.1446875115,0.0711453885,0.2492681864,0.0115715064,-0.1120574839,0.0194693505,-0.0361935663,0.0321279332,-0.34875355420000004
/61/2.mp3,0.0010416672,0.2245764576,0.001041667,0.0010416675,0.0940253534,0.09564066210000001,0.0010416671,0.0325097372,0.0010416668,0.4315511591,0.0010416684,0.0609931816,0.0010416680000000002,0.0010416669,0.051328443,0.0010416673000000001,0.6398510642,0.1837760163,0.0011520737,0.0011520778,0.1637000815,0.0011520791000000001,0.0011520791000000001,0.0011520776,0.0011520752,0.0011520754,0.0011520737,0.001152077,0.0011520757,0.0011520737,0.0007191423,0.16494394140000002,0.0786084799,0.12175297700000001,0.0007195253,0.5868813548,0.045655109900000004,0.0007194693,0,0,0,0,1,0,0,0.3032429678,-0.1898327169,0.0512046367,0.31464383290000003,0.1576778515,-0.1841265269,-0.0636158399,0.2002150927,0.21499329050000002,0.23068405150000001,-0.1911806388,0.023403131900000002,0.0496203007,0.0194744947,-0.0265016297,0.041943339,0.1183475253,-0.0454151333,-0.24504621340000002
/61/3.mp3,0.0041666667,0.0041666677000000004,0.004166667000000001,0.0041666667,0.0041666667,0.0041666668000000006,0.0041666667,0.5439091158,0.0041666667,0.0041666669,0.1288263776,0.2730978381,0.0041666668000000006,0.0041666667,0.0041666667,0.0041666667,0.5966655697000001,0.0047619375000000005,0.0047619048,0.2153105146,0.0047619192,0.0047619257,0.1356428458,0.0047619205,0.0047619105,0.004761911000000001,0.0047619048,0.0047619177,0.004761913400000001,0.0047619048,0.22082077630000002,0.10405781800000001,0.2867904791,0.0032107083,0.0032123339000000002,0.1025335026,0.2761626196,0.0032117622,0,0,0,0,0,0,1,-0.17353977680000002,0.2440135437,-0.0688286161,-0.21165925100000002,-0.1294862681,0.1796168817,0.211117994,0.0039097747,-0.25572911060000003,-0.2570820998,0.1850461542,-0.1549990494,-0.1697959725,-0.0095476638,0.06322327600000001,-0.0111386125,-0.0318516297,-1.49426e-05,0.2745249318
/95/7.mp3,0.0014880953000000001,0.0014880953000000001,0.0014880954,0.0014880953000000001,0.0014880953000000001,0.0014880952000000001,0.0014880952000000001,0.0014880952000000001,0.0014880952000000001,0.8972793967,0.0014880952000000001,0.0818872692,0.0014880957,0.0014880952000000001,0.0014880952000000001,0.0014880954,0.0017006917,0.0017006941,0.0017006803,0.0017006866,0.0017006853,0.9778910942000001,0.0017006881000000001,0.0017006858,0.0017006824000000002,0.0017006829000000001,0.0017006803,0.0017006850000000002,0.0017006831,0.0017006803,0.0010510599000000001,0.0010522362,0.48948404370000004,0.1308658556,0.2722100153,0.0010520763,0.0010513996,0.1032333133,0,0,0,0,0,0,1,0.0553090039,0.17939713100000002,0.11637502100000001,-0.0258928257,0.0804623029,0.1803234635,0.1024055452,0.12744211190000002,0.1918726881,0.16450193470000002,0.1992650587,0.09871755880000001,0.1462693499,0.0837897288,0.0545312124,-0.0013816879,0.1366903142,0.1161858721,0.26993135700000004
/95/6.mp3,0.00390625,0.00390625,0.0039062502,0.00390625,0.0039062501000000005,0.00390625,0.00390625,0.31640625,0.00390625,0.1326766577,0.00390625,0.5001358419,0.00390625,0.00390625,0.00390625,0.00390625,0.4877351124,0.1995993926,0.0037593985000000003,0.0037594128,0.2713120173,0.0037594173000000002,0.0037594172,0.0037594118,0.0037594035000000003,0.0037594045,0.0037593985000000003,0.0037594098000000003,0.0037594053,0.0037593985000000003,0.0023597633,0.0023617367,0.6147993767000001,0.0023620405,0.3710290462,0.0023642875000000002,0.0023610054,0.0023627437000000003,1,0,0,0,0,0,0,0.0592915897,0.141175572,0.1181016988,0.0316404338,0.0819395593,0.08641432210000001,0.0955982207,0.1185194873,0.0576205106,0.0918004936,0.2225214077,0.0760840557,0.1870844713,0.0367394866,-0.0181785015,0.0976524612,0.0506866247,0.1394864368,0.17330205810000002
/95/4.mp3,0.4030846736,0.0041666667,0.1304072752,0.0041666668000000006,0.0041666667,0.0041666667,0.0041666667,0.0041666667,0.0041666667,0.20649637070000001,0.0041666667,0.0041666667,0.0041666667,0.0041666667,0.2100116796,0.0041666674,0.3536754643,0.0044643246,0.0044642857,0.0044643038000000005,0.0044643009,0.004464309200000001,0.5927529585,0.0044643022,0.0044642919,0.0044642932,0.0044642857,0.0044642998,0.0044642945,0.0044642857,0.0029091169,0.4790307608,0.5035080231,0.0029117826,0.0029095023,0.002912034,0.0029087535,0.0029100269,0,1,0,0,0,0,0,0.0904458382,0.14267020900000002,0.1761567943,0.0615167447,0.1340814207,0.25744141600000003,0.15595380720000002,0.1066561594,0.1096837538,0.058590108700000004,0.2262258544,0.0991146675,0.029628250000000002,0.0845854384,0.0760687542,0.1314019783,0.0994748101,0.1864488497,0.0778135269
/95/5.mp3,0.0009920635,0.0009920638000000001,0.0009920635,0.0009920635,0.0009920635,0.0009920641,0.0009920635,0.9851190423,0.0009920635,0.0009920635,0.0009920675,0.0009920635,0.0009920635,0.0009920637,0.0009920635,0.0009920635,0.3050236676,0.5431787533,0.0011160714,0.0011160752,0.0011160749,0.0011160766000000001,0.0011160766000000001,0.0011160752,0.0011160728000000001,0.019076641300000002,0.0011160714,0.0011160746,0.1215601978,0.0011160714,0.0006877028,0.06840016780000001,0.22406638950000002,0.1955707556,0.0023783303,0.2809057392,0.06855547840000001,0.1594354363,0,0,0,0,0,0,1,0.13220443,0.0427121747,0.14072567360000002,0.08535143390000001,0.0291891237,0.0925308803,0.0250293114,0.1546983931,0.1068498284,0.0860797442,0.1679148665,0.1680753636,0.19096725950000001,0.17764256320000002,0.0426317178,0.0383296718,0.1178564809,0.1817441722,0.036186984400000004
/95/1.mp3,0.0022321429,0.0022321431000000003,0.0022321429,0.0022321429,0.0022321429,0.6928429212,0.0022321429,0.1098712502,0.0022321429,0.0022321429,0.1682679713,0.0022321429,0.0022321429,0.0022321429,0.0022321429,0.0022321429,0.1721930115,0.6227347299,0.0025510204,0.0025510291000000003,0.0025510286,0.1770109771,0.0025510327,0.0025510294,0.0025510238,0.0025510241000000003,0.0025510204,0.0025510278000000003,0.002551025,0.0025510204,0.0015830048,0.0015837077,0.7258969847000001,0.11402094360000001,0.1521603932,0.001585793,0.0015838291,0.0015853439,0,1,0,0,0,0,0,0.078802509,0.014884971700000001,0.1001074925,0.0657386021,0.16109544550000002,-0.1374817502,-0.1010915285,0.2879547832,0.131862484,0.1978678657,0.0556825285,0.1750374746,0.3936032876,0.1676407577,0.034724360100000004,0.23615453120000002,0.21802213280000002,0.2348681353,-0.15958056580000002
/95/2.mp3,0.0008223685,0.0008223688,0.0900872437,0.0008223685,0.0008223685,0.0008223685,0.0008223684,0.2403109112,0.0008223684,0.0008223686000000001,0.1002119073,0.4956133556,0.06473052850000001,0.0008223684,0.0008223684,0.0008223687,0.449328732,0.214255872,0.0009157509,0.0009157541,0.196019563,0.1312383067,0.0009157552,0.0009157540000000001,0.0009157521000000001,0.0009157522,0.0009157509,0.0009157535,0.0009157525,0.0009157509,0.135467984,0.0395799105,0.0005640833,0.37650451300000004,0.2524049174,0.1289077949,0.0005638776,0.06600691930000001,0,0,0,0,1,0,0,0.2363987568,0.104571803,0.11216873690000001,0.1633647557,0.0480410703,0.1778947619,0.0599754907,0.0673745063,0.0422969346,0.0511316223,0.0833298593,0.0816199835,-0.012945777200000001,0.0821869236,0.2011721027,0.0992234624,0.1966480459,0.1761504972,0.2559394801
/95/3.mp3,0.0015243902,0.0015243906,0.0015243902,0.0015243903000000001,0.0015243903000000001,0.1023730078,0.0015243902,0.6239013364,0.0015243902,0.0015243902,0.1309701473,0.0015243903000000001,0.09952057880000001,0.0264666365,0.0015243903000000001,0.0015243902,0.21183003960000002,0.0015528088,0.001552795,0.0015528015,0.0015528003000000001,0.0015528032,0.0015528031,0.4707870058,0.0015527972000000001,0.0015527977,0.001552795,0.3003021597,0.0015527980000000002,0.001552795,0.3712038996,0.10756411860000001,0.0009631091,0.024245722,0.0009634482000000001,0.114986135,0.0009632715,0.379110296,0,0,0,0,0,0,1,0.0202163045,0.2568874917,0.0826549984,-0.0533029805,0.0575970904,0.1333573092,0.0365404515,-0.0116627215,0.0255536679,0.0040980064000000005,0.1239526803,0.3026376968,0.26163530760000003,0.1763887601,0.11429815830000001,0.14453910250000002,0.14794805360000002,0.20354937920000002,0.155928968
/59/7.mp3,0.0013020834,0.001302084,0.0013020835,0.0329769122,0.0373970308,0.0013020834,0.0013020834,0.0013020841,0.0013020834,0.3553425954,0.2064169739,0.33099233440000003,0.0013020842,0.0238533165,0.0013020835,0.0013020838,0.5162682005,0.1336812667,0.0013477089,0.0013477137,0.16022029540000002,0.0013477153,0.0013477153,0.0301502296,0.0013477106,0.0013477109,0.0013477089,0.0013477128,0.14755060250000002,0.0013477089,0.0008283993000000001,0.1827056096,0.0963757268,0.5242953445,0.0008292829000000001,0.0008293422,0.0008287925,0.1933075022,0,0,0,0,0,0,1,-0.1593115212,-0.4190038424,-0.4556834442,-0.060806549800000005,-0.11541227820000001,-0.181926777,-0.16013312400000002,-0.0670256837,-0.1246513212,-0.0358461932,-0.2723659332,-0.3071786177,-0.1493918065,-0.2746480309,-0.4411661304,-0.2652168843,-0.1398488302,-0.2801818113,-0.4611206618
/59/6.mp3,0.0009765626,0.0009765627,0.0009765626,0.0009765634,0.7931415268,0.0009765625,0.0495490179,0.0009765625,0.0009765627,0.0009765651,0.0009765625,0.11245883270000001,0.0009765647,0.0009765625,0.0331318655,0.0009765629000000001,0.2755155852,0.7116912099,0.0010660981,0.0010661017,0.0010661014,0.001066103,0.001066103,0.0010661016,0.0010660994,0.0010660996,0.0010660981,0.0010661011,0.0010660999000000001,0.0010660981,0.0006517228,0.1588049954,0.2698670265,0.5384328036,0.0006522369,0.0006521119,0.030286838200000003,0.0006522647000000001,0,0,0,0,1,0,0,-0.4444735325,-0.21737452440000002,-0.1673700826,-0.0913163645,-0.0766576898,-0.1081832606,-0.1650507121,-0.036631992700000005,-0.3702270105,-0.4335005127,0.0117840513,-0.279888138,-0.0329999667,-0.3719355548,-0.3745757153,-0.24899163940000002,-0.0362692,-0.2941381303,-0.206354591
/59/4.mp3,0.1728849036,0.0015243913,0.3809164372,0.2577147285,0.0564757064,0.0015243904,0.0015243905,0.0015243918,0.0015243904,0.0637072497,0.026550320500000002,0.0015243908,0.0015243934,0.0280311325,0.0015243914,0.0015243915000000001,0.7705253391,0.2099940934,0.0016233766000000001,0.0016233825,0.0016233813,0.001623384,0.0016233839,0.0016233816000000001,0.0016233785000000001,0.001623379,0.0016233766000000001,0.0016233857,0.0016233810000000001,0.0016233766000000001,0.0010087513,0.0979750459,0.1639256599,0.2122275558,0.0575557838,0.4652880548,0.0010091872,0.0010099613,0,0,0,0,1,0,0,-0.2024322352,-0.3675796932,-0.06973166880000001,-0.2628301827,-0.1761004365,-0.342892629,-0.2169880579,-0.0492832857,-0.2374369202,-0.0313525298,-0.38025378600000004,-0.1450098588,-0.1650919907,-0.2625265574,-0.305381513,-0.0607720231,-0.057794796700000005,-0.1497686645,-0.3120722294
